facility_type,floor_area,year_built,State_Factor,site_eui,Year_Factor,building_class,weather_file,gisjoin,january_min_temp,january_avg_temp,january_max_temp,february_min_temp,february_avg_temp,february_max_temp,march_min_temp,march_avg_temp,march_max_temp,april_min_temp,april_avg_temp,april_max_temp,may_min_temp,may_avg_temp,may_max_temp,june_min_temp,june_avg_temp,june_max_temp,july_min_temp,july_avg_temp,july_max_temp,august_min_temp,august_avg_temp,august_max_temp,september_min_temp,september_avg_temp,september_max_temp,october_min_temp,october_avg_temp,october_max_temp,november_min_temp,november_avg_temp,november_max_temp,december_min_temp,december_avg_temp,december_max_temp,avg_temp,cooling_degree_days,heating_degree_days,ELEVATION,high_energy_usage
Office,7500.0,1993.0,State_NY,44.38941388888889,Year_1,Commercial,USA_NY_Albany.County.Airpo.725180_2018.epw,G3600910,-7.959999999999994,23.888092741935488,62.96,3.919999999999998,33.069504464285714,69.98,10.04,34.41444758064516,55.04,20.48,41.824983333333336,69.98,42.98,64.49072177419355,89.06,48.245000000000005,68.39626369047619,93.47,51.98,76.70946255760369,96.98,57.02,74.6700685483871,95.54,44.96,66.82144285714286,93.92,28.64,51.146818548387095,82.94,6.080000000000002,37.265574032738094,62.96,14.0,32.82130933179724,61.58,50.56866464652642,1024.4095000000002,6318.575110539596,85.4,0
Single-Family Attached,625.0,,State_NY,81.5535609666077,Year_1,Residential,USA_NY_Elmira.Corning.Rgnl.725156_2018.epw,G3600150,-9.040000000000006,24.34259136830911,64.04,3.02,33.21917080475915,69.98,15.079999999999998,33.14318091988656,55.04,19.04,41.2285891025641,73.04,32.0,64.45215171142898,89.96000000000001,43.29846153846154,66.53967448107448,95.0,46.67,72.06260839093703,96.08,51.08,71.87713800448839,91.04,41.0,65.67757438186813,91.94,26.96,50.83272820660522,82.04,1.0400000000000027,36.317700366300365,64.04,12.920000000000002,33.804434710687794,64.94,49.55891168539755,727.5987859230229,6385.25808597031,285.3,0
Office,3000.0,1973.0,State_NY,99.62816922222224,Year_1,Commercial,USA_NY_Republic.744864_2018.epw,G3600590,1.9400000000000048,30.4733810483871,55.04,14.0,39.38644196428571,64.94,26.06,38.08671947004608,60.08,28.94,46.17656726190477,69.08,46.04,62.29641100230415,82.94,50.0,68.61662559523809,89.06,57.02,75.65301612903225,93.92,60.98,76.72431970046082,91.94,51.98,69.38784077380953,89.96000000000001,33.08,56.38428225806452,78.98,14.0,43.74168333333333,66.02,21.02,38.75905184331797,58.58857142857144,53.89094386007828,1067.7249642857143,5142.46757492236,22.8,0
Single-Family Detached,634.0,,State_NY,6.37539127035905,Year_1,Residential,USA_CT_Danbury.Muni.Arpt.725086_2018.epw,G3600790,-14.079999999999998,26.92767031101327,60.98,8.059999999999999,36.89995558608059,77.0,19.04,35.708000531726334,59.0,21.92,43.61042360972361,77.0,37.04,62.822046658986174,89.06,44.06,66.96702855616606,89.96000000000001,51.08,73.34614468998744,91.94,53.06,73.75718813142502,91.04,44.93,66.01412680591467,89.96000000000001,28.04,52.49469662595469,78.98,6.979999999999997,39.44592793456544,69.98,14.0,34.381786952966394,61.52,51.11476031387723,826.2810055073603,5918.856534420433,138.0,0
Multi-Family with 2 - 4 Units,623.0,,State_NY,108.96142457410144,Year_1,Residential,USA_NY_New.York.La.Guardia.725030_2018.epw,G3600470,6.744615384615383,31.722551324505663,59.47076923076923,17.558461538461536,41.57936604397003,78.60615384615384,28.44153846153846,40.37465293980213,57.324615384615385,32.96923076923077,48.8638904039996,81.54153846153847,50.0,66.32760441981327,92.49384615384616,53.06,72.59401124016915,95.13846153846154,64.37230769230769,79.35720669887908,96.7446153846154,68.22153846153847,80.53616502113478,97.22923076923075,57.25538461538461,72.33948694118382,94.52923076923076,42.744615384615386,59.58538116956968,81.95692307692308,17.558461538461536,45.665535457842815,69.95230769230768,26.558461538461536,40.51544082218383,60.941428571428574,56.70986039671113,1572.9891407765028,4618.808440458544,3.0,1
Multi-Family with 2 - 4 Units,854.0,,State_NY,77.6475038197422,Year_1,Residential,USA_NY_New.York.La.Guardia.725030_2018.epw,G3600470,6.744615384615383,31.722551324505663,59.47076923076923,17.558461538461536,41.57936604397003,78.60615384615384,28.44153846153846,40.37465293980213,57.324615384615385,32.96923076923077,48.8638904039996,81.54153846153847,50.0,66.32760441981327,92.49384615384616,53.06,72.59401124016915,95.13846153846154,64.37230769230769,79.35720669887908,96.7446153846154,68.22153846153847,80.53616502113478,97.22923076923075,57.25538461538461,72.33948694118382,94.52923076923076,42.744615384615386,59.58538116956968,81.95692307692308,17.558461538461536,45.665535457842815,69.95230769230768,26.558461538461536,40.51544082218383,60.941428571428574,56.70986039671113,1572.9891407765028,4618.808440458544,3.0,0
Mercantile,75000.0,2007.0,State_NY,104.89234298888888,Year_1,Commercial,USA_NY_Binghamton.Broome.C.725150_2018.epw,G3600230,-7.059999999999995,21.58283006912442,59.0,3.02,30.701595344387755,68.0,10.94,28.60379608294931,50.0,17.96,38.17785089285714,69.98,39.02,61.22127304147466,84.02,48.02,64.04566150793652,88.97,51.08,70.10324385560676,89.06,51.98,69.31931451612903,86.0,41.0,62.60675625,87.08000000000001,30.02,47.90861847158218,75.92,1.0400000000000027,32.823691369047616,60.08,14.0,29.82522379032258,59.0,46.50618291748206,474.6181666666666,7252.069445263975,485.7,0
Single-Family Detached,1228.0,,State_NY,103.73692103318524,Year_1,Residential,USA_NY_New.York.La.Guardia.725030_2018.epw,G3600810,6.744615384615383,31.722551324505663,59.47076923076923,17.558461538461536,41.57936604397003,78.60615384615384,28.44153846153846,40.37465293980213,57.324615384615385,32.96923076923077,48.8638904039996,81.54153846153847,50.0,66.32760441981327,92.49384615384616,53.06,72.59401124016915,95.13846153846154,64.37230769230769,79.35720669887908,96.7446153846154,68.22153846153847,80.53616502113478,97.22923076923075,57.25538461538461,72.33948694118382,94.52923076923076,42.744615384615386,59.58538116956968,81.95692307692308,17.558461538461536,45.665535457842815,69.95230769230768,26.558461538461536,40.51544082218383,60.941428571428574,56.70986039671113,1572.9891407765028,4618.808440458544,3.0,1
Warehouse and Storage,75000.0,1912.0,State_NY,30.68158375333333,Year_1,Commercial,USA_NY_New.York.La.Guardia.725030_2018.epw,G3600810,6.744615384615383,31.722551324505663,59.47076923076923,17.558461538461536,41.57936604397003,78.60615384615384,28.44153846153846,40.37465293980213,57.324615384615385,32.96923076923077,48.8638904039996,81.54153846153847,50.0,66.32760441981327,92.49384615384616,53.06,72.59401124016915,95.13846153846154,64.37230769230769,79.35720669887908,96.7446153846154,68.22153846153847,80.53616502113478,97.22923076923075,57.25538461538461,72.33948694118382,94.52923076923076,42.744615384615386,59.58538116956968,81.95692307692308,17.558461538461536,45.665535457842815,69.95230769230768,26.558461538461536,40.51544082218383,60.941428571428574,56.70986039671113,1572.9891407765028,4618.808440458544,3.0,0
Warehouse and Storage,75000.0,1929.0,State_NY,57.28250081777777,Year_1,Commercial,USA_NY_New.York.La.Guardia.725030_2018.epw,G3600470,6.744615384615383,31.722551324505663,59.47076923076923,17.558461538461536,41.57936604397003,78.60615384615384,28.44153846153846,40.37465293980213,57.324615384615385,32.96923076923077,48.8638904039996,81.54153846153847,50.0,66.32760441981327,92.49384615384616,53.06,72.59401124016915,95.13846153846154,64.37230769230769,79.35720669887908,96.7446153846154,68.22153846153847,80.53616502113478,97.22923076923075,57.25538461538461,72.33948694118382,94.52923076923076,42.744615384615386,59.58538116956968,81.95692307692308,17.558461538461536,45.665535457842815,69.95230769230768,26.558461538461536,40.51544082218383,60.941428571428574,56.70986039671113,1572.9891407765028,4618.808440458544,3.0,0
Multi-Family with 2 - 4 Units,854.0,,State_NY,103.4976085433119,Year_1,Residential,USA_NY_Republic.744864_2018.epw,G3600590,1.9400000000000048,30.4733810483871,55.04,14.0,39.38644196428571,64.94,26.06,38.08671947004608,60.08,28.94,46.17656726190477,69.08,46.04,62.29641100230415,82.94,50.0,68.61662559523809,89.06,57.02,75.65301612903225,93.92,60.98,76.72431970046082,91.94,51.98,69.38784077380953,89.96000000000001,33.08,56.38428225806452,78.98,14.0,43.74168333333333,66.02,21.02,38.75905184331797,58.58857142857144,53.89094386007828,1067.7249642857143,5142.46757492236,22.8,1
Single-Family Detached,2179.0,,State_NY,21.328121962595425,Year_1,Residential,USA_NY_Griffiss.Airpark.725196_2018.epw,G3600430,-20.255384615384614,19.91116776853925,60.98,-0.3030769230769223,29.71271441802245,63.074230769230766,3.2553846153846173,30.813208030584217,51.74,17.904615384615386,38.23510004533113,71.6276923076923,30.186153846153847,61.69494875344101,87.81384615384616,43.72769230769231,65.22238255223127,91.44153846153846,46.37230769230769,73.47208864062488,95.55384615384617,49.72307692307693,71.67393024102124,90.995,39.185,64.6824139547544,89.35076923076925,27.126153846153848,49.153421857080296,81.54153846153847,-2.3800000000000026,34.38388974366599,63.32000000000001,6.664999999999999,29.12315805897139,58.086153846153856,47.44868278477326,700.2718367410293,7135.706245906555,154.0,0
Multi-Family with 5+ Units,623.0,,State_NY,22.43016582941964,Year_1,Residential,USA_NY_Nyc.Central.Park.725060_2018.epw,G3600610,5.0,31.856610732009926,60.98,15.979999999999997,41.51295221742543,78.08,26.96,39.61653846153846,60.98,32.0,48.83767069597069,82.04,48.02,66.028809941067,91.94,51.53,71.35582061965812,91.04,62.96,77.06417130450195,95.0,64.94,77.78305241935485,93.02,53.96,70.39637797619048,91.94,37.94,57.457856832683454,78.98,15.079999999999998,44.59045952380953,71.06,24.98,40.32949335342077,60.98,55.64932890668122,1321.4782683150183,4753.952347811156,39.6,0
Single-Family Detached,3310.0,,State_NY,80.53198562474122,Year_1,Residential,USA_NY_Republic.744864_2018.epw,G3600590,1.9400000000000048,30.4733810483871,55.04,14.0,39.38644196428571,64.94,26.06,38.08671947004608,60.08,28.94,46.17656726190477,69.08,46.04,62.29641100230415,82.94,50.0,68.61662559523809,89.06,57.02,75.65301612903225,93.92,60.98,76.72431970046082,91.94,51.98,69.38784077380953,89.96000000000001,33.08,56.38428225806452,78.98,14.0,43.74168333333333,66.02,21.02,38.75905184331797,58.58857142857144,53.89094386007828,1067.7249642857143,5142.46757492236,22.8,0
Multi-Family with 2 - 4 Units,623.0,,State_NY,106.69176273906496,Year_1,Residential,USA_NY_New.York.La.Guardia.725030_2018.epw,G3600470,6.744615384615383,31.722551324505663,59.47076923076923,17.558461538461536,41.57936604397003,78.60615384615384,28.44153846153846,40.37465293980213,57.324615384615385,32.96923076923077,48.8638904039996,81.54153846153847,50.0,66.32760441981327,92.49384615384616,53.06,72.59401124016915,95.13846153846154,64.37230769230769,79.35720669887908,96.7446153846154,68.22153846153847,80.53616502113478,97.22923076923075,57.25538461538461,72.33948694118382,94.52923076923076,42.744615384615386,59.58538116956968,81.95692307692308,17.558461538461536,45.665535457842815,69.95230769230768,26.558461538461536,40.51544082218383,60.941428571428574,56.70986039671113,1572.9891407765028,4618.808440458544,3.0,1
Multi-Family with 2 - 4 Units,854.0,,State_NY,101.50346429869153,Year_1,Residential,USA_NY_New.York.La.Guardia.725030_2018.epw,G3600810,6.744615384615383,31.722551324505663,59.47076923076923,17.558461538461536,41.57936604397003,78.60615384615384,28.44153846153846,40.37465293980213,57.324615384615385,32.96923076923077,48.8638904039996,81.54153846153847,50.0,66.32760441981327,92.49384615384616,53.06,72.59401124016915,95.13846153846154,64.37230769230769,79.35720669887908,96.7446153846154,68.22153846153847,80.53616502113478,97.22923076923075,57.25538461538461,72.33948694118382,94.52923076923076,42.744615384615386,59.58538116956968,81.95692307692308,17.558461538461536,45.665535457842815,69.95230769230768,26.558461538461536,40.51544082218383,60.941428571428574,56.70986039671113,1572.9891407765028,4618.808440458544,3.0,1
Mercantile,37500.0,2001.0,State_NY,103.36054488,Year_1,Commercial,USA_NY_Westchester.Co.725037_2018.epw,G3601190,-0.0400000000000062,28.16134216589862,55.940000000000005,12.020000000000003,37.70617744309262,77.0,23.0,36.765593317972346,57.02,28.04,44.975472756410255,78.08,42.08,63.20044298443492,89.96000000000001,50.0,68.36612179487179,91.04,53.96,74.71991935483871,93.02,59.0,75.25843827543424,91.94,51.98,67.6578592948718,91.94,33.08,54.47561751152072,78.98,10.94,41.58696538461538,69.08,19.94,36.65489883906416,60.98,52.547094167818486,982.3680082417582,5551.153147857577,112.9,0
Mercantile,17500.0,1935.0,State_NY,179.24513029523808,Year_1,Commercial,USA_NY_Greater.Buffalo.Int.725280_2018.epw,G3600290,-2.9200000000000017,24.59655289373814,60.08,8.96,31.879879611459973,66.92,19.04,31.47933342933948,50.0,24.08,38.61947876984127,73.04,39.02,64.99044852941176,89.96000000000001,50.0,67.46272083333334,84.47,55.49,74.78276267281106,91.04,55.94,72.86194892473118,86.0,46.04,67.03456249999999,89.96000000000001,33.08,50.52403801843318,82.94,8.96,35.686254166666664,60.98,19.49,33.06384274193548,55.985,49.52875030339322,894.8563095238095,6553.391905307022,216.2,1
Mercantile,7500.0,1961.0,State_NY,91.82447866666666,Year_1,Commercial,USA_NY_Floyd.Bennett.Mem.725185_2018.epw,G3601150,-23.59000000000001,19.357666876016143,60.008,-5.140000000000001,28.235690358398603,63.42,6.050000000000004,32.39750374031533,51.59,17.636000000000003,39.49716581643439,68.99000000000001,34.121428571428574,60.97297730655256,86.6,42.176,64.25859978354978,90.76000000000002,46.49692307692308,72.5594546365044,91.76,52.538,71.21465635505979,90.96,38.996,63.40775104072806,89.38727272727273,24.998,47.80393425295057,79.286,3.183636363636367,34.58797572982573,60.008,10.459999999999996,29.625266817188187,53.863076923076925,47.10964208403698,605.0577470204428,7166.080476698624,101.5,0
Multi-Family with 5+ Units,1138.0,,State_NY,125.53157436412576,Year_1,Residential,USA_NY_Rochester.Monroe.Co.725290_2018.epw,G3600550,-5.980000000000004,25.70868202764977,60.08,10.04,33.825954670329665,69.98,17.06,32.500828629032256,53.06,21.92,40.3030383470696,68.99000000000001,39.92,65.18956048387096,91.94,48.02,68.02096465201467,91.94,53.06,75.20207392473118,94.01,53.96,73.47522806628855,93.02,42.98,67.5270227106227,93.02,32.0,51.01574357497341,86.0,5.0,36.58105461309524,65.03,19.04,33.727009571074085,57.92,50.36022480838226,963.2006076007326,6323.457356889036,164.5,1
Healthcare,17500.0,2009.0,State_NY,72.22742126666667,Year_1,Commercial,USA_NY_Orange.Co.725015_2018.epw,G3600710,-0.1507692307692281,25.37807076657093,62.83538461538462,8.198461538461533,34.23658091269725,73.44909090909091,19.58,36.31374854347897,57.25538461538461,22.363076923076925,43.36541203926792,78.48153846153845,39.878461538461536,63.6409726961292,90.73538461538462,45.818461538461534,68.28055090831835,93.39384615384616,51.32923076923077,74.25735625044626,94.86153846153846,55.441538461538464,73.7851590312464,91.44153846153846,45.64625,66.33804122105427,91.64923076923075,30.04769230769231,52.116439690290726,80.35076923076923,8.420000000000002,38.827558069279576,66.39384615384616,14.738,34.068218741633835,60.81384615384614,50.984465945224144,891.5140914405836,6035.941549861865,108.2,0
Mercantile,7500.0,1939.0,State_NY,202.3171544,Year_1,Commercial,USA_NY_Republic.744864_2018.epw,G3600590,1.9400000000000048,30.4733810483871,55.04,14.0,39.38644196428571,64.94,26.06,38.08671947004608,60.08,28.94,46.17656726190477,69.08,46.04,62.29641100230415,82.94,50.0,68.61662559523809,89.06,57.02,75.65301612903225,93.92,60.98,76.72431970046082,91.94,51.98,69.38784077380953,89.96000000000001,33.08,56.38428225806452,78.98,14.0,43.74168333333333,66.02,21.02,38.75905184331797,58.58857142857144,53.89094386007828,1067.7249642857143,5142.46757492236,22.8,1
Single-Family Detached,1228.0,,State_NY,220.43311925138727,Year_1,Residential,USA_NY_Rochester.Monroe.Co.725290_2018.epw,G3600550,-5.980000000000004,25.70868202764977,60.08,10.04,33.825954670329665,69.98,17.06,32.500828629032256,53.06,21.92,40.3030383470696,68.99000000000001,39.92,65.18956048387096,91.94,48.02,68.02096465201467,91.94,53.06,75.20207392473118,94.01,53.96,73.47522806628855,93.02,42.98,67.5270227106227,93.02,32.0,51.01574357497341,86.0,5.0,36.58105461309524,65.03,19.04,33.727009571074085,57.92,50.36022480838226,963.2006076007326,6323.457356889036,164.5,1
Mercantile,7500.0,1931.0,State_NY,138.2826604,Year_1,Commercial,USA_NY_New.York.La.Guardia.725030_2018.epw,G3600470,6.744615384615383,31.722551324505663,59.47076923076923,17.558461538461536,41.57936604397003,78.60615384615384,28.44153846153846,40.37465293980213,57.324615384615385,32.96923076923077,48.8638904039996,81.54153846153847,50.0,66.32760441981327,92.49384615384616,53.06,72.59401124016915,95.13846153846154,64.37230769230769,79.35720669887908,96.7446153846154,68.22153846153847,80.53616502113478,97.22923076923075,57.25538461538461,72.33948694118382,94.52923076923076,42.744615384615386,59.58538116956968,81.95692307692308,17.558461538461536,45.665535457842815,69.95230769230768,26.558461538461536,40.51544082218383,60.941428571428574,56.70986039671113,1572.9891407765028,4618.808440458544,3.0,1
Mercantile,17500.0,1974.0,State_NY,180.8840407142857,Year_1,Commercial,USA_NY_Republic.744864_2018.epw,G3600590,1.9400000000000048,30.4733810483871,55.04,14.0,39.38644196428571,64.94,26.06,38.08671947004608,60.08,28.94,46.17656726190477,69.08,46.04,62.29641100230415,82.94,50.0,68.61662559523809,89.06,57.02,75.65301612903225,93.92,60.98,76.72431970046082,91.94,51.98,69.38784077380953,89.96000000000001,33.08,56.38428225806452,78.98,14.0,43.74168333333333,66.02,21.02,38.75905184331797,58.58857142857144,53.89094386007828,1067.7249642857143,5142.46757492236,22.8,1
Multi-Family with 2 - 4 Units,1138.0,,State_NY,74.028084076381,Year_1,Residential,USA_NY_Montauk.725014_2018.epw,G3601030,6.979999999999997,33.51903225806451,55.94,17.96,40.38044642857143,59.0,26.96,40.40096774193548,55.04,28.04,46.24491666666666,64.94,44.06,58.68556451612903,78.08,50.0,65.33991666666667,87.08000000000001,55.04,73.0758870967742,87.98,57.02,75.83282258064516,89.96000000000001,47.06,68.63845833333333,87.08000000000001,37.94,57.00620967741935,75.92,19.04,45.65716666666667,64.94,24.98,39.6866129032258,57.02,53.78489383561644,813.72125,4928.540543478261,2.0,0
Mercantile,7500.0,1972.0,State_NY,109.72683986666668,Year_1,Commercial,USA_NY_Adirondack.Rgnl.726228_2018.epw,G3600330,-31.0,14.433499999999997,54.14,-13.0,24.913367028061224,62.06,-20.919999999999995,24.584495225876275,48.02,6.979999999999997,32.41082311507937,64.94,21.02,55.43503744239632,84.02,30.92,59.30975684523809,82.94,34.88,67.9008845046083,91.04,37.04,66.31073540706606,86.0,29.48,58.41209831349206,87.08000000000001,19.94,42.11432670890937,78.08,-20.11,28.08338333333333,53.06,-18.040000000000006,21.750298099078343,53.96,41.40401020281089,273.6559494047619,8917.801247117917,505.6,0
Education,37500.0,1961.0,State_NY,104.63643248888889,Year_1,Commercial,USA_NY_New.York.La.Guardia.725030_2018.epw,G3600050,6.744615384615383,31.722551324505663,59.47076923076923,17.558461538461536,41.57936604397003,78.60615384615384,28.44153846153846,40.37465293980213,57.324615384615385,32.96923076923077,48.8638904039996,81.54153846153847,50.0,66.32760441981327,92.49384615384616,53.06,72.59401124016915,95.13846153846154,64.37230769230769,79.35720669887908,96.7446153846154,68.22153846153847,80.53616502113478,97.22923076923075,57.25538461538461,72.33948694118382,94.52923076923076,42.744615384615386,59.58538116956968,81.95692307692308,17.558461538461536,45.665535457842815,69.95230769230768,26.558461538461536,40.51544082218383,60.941428571428574,56.70986039671113,1572.9891407765028,4618.808440458544,3.0,0
Multi-Family with 5+ Units,322.0,,State_NY,88.78256620229328,Year_1,Residential,USA_NY_Westchester.Co.725037_2018.epw,G3601190,-0.0400000000000062,28.16134216589862,55.940000000000005,12.020000000000003,37.70617744309262,77.0,23.0,36.765593317972346,57.02,28.04,44.975472756410255,78.08,42.08,63.20044298443492,89.96000000000001,50.0,68.36612179487179,91.04,53.96,74.71991935483871,93.02,59.0,75.25843827543424,91.94,51.98,67.6578592948718,91.94,33.08,54.47561751152072,78.98,10.94,41.58696538461538,69.08,19.94,36.65489883906416,60.98,52.547094167818486,982.3680082417582,5551.153147857577,112.9,0
Multi-Family with 5+ Units,623.0,,State_NY,32.02085144776674,Year_1,Residential,USA_NY_New.York.La.Guardia.725030_2018.epw,G3600050,6.744615384615383,31.722551324505663,59.47076923076923,17.558461538461536,41.57936604397003,78.60615384615384,28.44153846153846,40.37465293980213,57.324615384615385,32.96923076923077,48.8638904039996,81.54153846153847,50.0,66.32760441981327,92.49384615384616,53.06,72.59401124016915,95.13846153846154,64.37230769230769,79.35720669887908,96.7446153846154,68.22153846153847,80.53616502113478,97.22923076923075,57.25538461538461,72.33948694118382,94.52923076923076,42.744615384615386,59.58538116956968,81.95692307692308,17.558461538461536,45.665535457842815,69.95230769230768,26.558461538461536,40.51544082218383,60.941428571428574,56.70986039671113,1572.9891407765028,4618.808440458544,3.0,0
Mercantile,37500.0,1978.0,State_NY,98.31790746222222,Year_1,Commercial,USA_NY_Westchester.Co.725037_2018.epw,G3601190,-0.0400000000000062,28.16134216589862,55.940000000000005,12.020000000000003,37.70617744309262,77.0,23.0,36.765593317972346,57.02,28.04,44.975472756410255,78.08,42.08,63.20044298443492,89.96000000000001,50.0,68.36612179487179,91.04,53.96,74.71991935483871,93.02,59.0,75.25843827543424,91.94,51.98,67.6578592948718,91.94,33.08,54.47561751152072,78.98,10.94,41.58696538461538,69.08,19.94,36.65489883906416,60.98,52.547094167818486,982.3680082417582,5551.153147857577,112.9,0
Single-Family Detached,1228.0,,State_NY,78.88269840129517,Year_1,Residential,USA_NY_Montauk.725014_2018.epw,G3601030,6.979999999999997,33.51903225806451,55.94,17.96,40.38044642857143,59.0,26.96,40.40096774193548,55.04,28.04,46.24491666666666,64.94,44.06,58.68556451612903,78.08,50.0,65.33991666666667,87.08000000000001,55.04,73.0758870967742,87.98,57.02,75.83282258064516,89.96000000000001,47.06,68.63845833333333,87.08000000000001,37.94,57.00620967741935,75.92,19.04,45.65716666666667,64.94,24.98,39.6866129032258,57.02,53.78489383561644,813.72125,4928.540543478261,2.0,0
Warehouse and Storage,17500.0,1994.0,State_NY,47.56956447619047,Year_1,Commercial,USA_NY_Greater.Buffalo.Int.725280_2018.epw,G3600290,-2.9200000000000017,24.59655289373814,60.08,8.96,31.879879611459973,66.92,19.04,31.47933342933948,50.0,24.08,38.61947876984127,73.04,39.02,64.99044852941176,89.96000000000001,50.0,67.46272083333334,84.47,55.49,74.78276267281106,91.04,55.94,72.86194892473118,86.0,46.04,67.03456249999999,89.96000000000001,33.08,50.52403801843318,82.94,8.96,35.686254166666664,60.98,19.49,33.06384274193548,55.985,49.52875030339322,894.8563095238095,6553.391905307022,216.2,0
Healthcare,17500.0,2000.0,State_NY,77.3537554095238,Year_1,Commercial,USA_NY_Montauk.725014_2018.epw,G3601030,6.979999999999997,33.51903225806451,55.94,17.96,40.38044642857143,59.0,26.96,40.40096774193548,55.04,28.04,46.24491666666666,64.94,44.06,58.68556451612903,78.08,50.0,65.33991666666667,87.08000000000001,55.04,73.0758870967742,87.98,57.02,75.83282258064516,89.96000000000001,47.06,68.63845833333333,87.08000000000001,37.94,57.00620967741935,75.92,19.04,45.65716666666667,64.94,24.98,39.6866129032258,57.02,53.78489383561644,813.72125,4928.540543478261,2.0,0
Warehouse and Storage,37500.0,1928.0,State_NY,33.45262056,Year_1,Commercial,USA_NY_Montauk.725014_2018.epw,G3601030,6.979999999999997,33.51903225806451,55.94,17.96,40.38044642857143,59.0,26.96,40.40096774193548,55.04,28.04,46.24491666666666,64.94,44.06,58.68556451612903,78.08,50.0,65.33991666666667,87.08000000000001,55.04,73.0758870967742,87.98,57.02,75.83282258064516,89.96000000000001,47.06,68.63845833333333,87.08000000000001,37.94,57.00620967741935,75.92,19.04,45.65716666666667,64.94,24.98,39.6866129032258,57.02,53.78489383561644,813.72125,4928.540543478261,2.0,0
Multi-Family with 2 - 4 Units,854.0,,State_NY,13.368846060382092,Year_1,Residential,USA_NY_New.York.La.Guardia.725030_2018.epw,G3600050,6.744615384615383,31.722551324505663,59.47076923076923,17.558461538461536,41.57936604397003,78.60615384615384,28.44153846153846,40.37465293980213,57.324615384615385,32.96923076923077,48.8638904039996,81.54153846153847,50.0,66.32760441981327,92.49384615384616,53.06,72.59401124016915,95.13846153846154,64.37230769230769,79.35720669887908,96.7446153846154,68.22153846153847,80.53616502113478,97.22923076923075,57.25538461538461,72.33948694118382,94.52923076923076,42.744615384615386,59.58538116956968,81.95692307692308,17.558461538461536,45.665535457842815,69.95230769230768,26.558461538461536,40.51544082218383,60.941428571428574,56.70986039671113,1572.9891407765028,4618.808440458544,3.0,0
Multi-Family with 5+ Units,322.0,,State_NY,124.96577869784802,Year_1,Residential,USA_NY_Albany.County.Airpo.725180_2018.epw,G3600010,-7.959999999999994,23.888092741935488,62.96,3.919999999999998,33.069504464285714,69.98,10.04,34.41444758064516,55.04,20.48,41.824983333333336,69.98,42.98,64.49072177419355,89.06,48.245000000000005,68.39626369047619,93.47,51.98,76.70946255760369,96.98,57.02,74.6700685483871,95.54,44.96,66.82144285714286,93.92,28.64,51.146818548387095,82.94,6.080000000000002,37.265574032738094,62.96,14.0,32.82130933179724,61.58,50.56866464652642,1024.4095000000002,6318.575110539596,85.4,1
Single-Family Detached,1698.0,,State_NY,69.69666864394222,Year_1,Residential,USA_NY_Wellsville.Muni.725157_2018.epw,G3600030,-6.090769230769233,23.573283378126504,60.81384615384614,8.137142857142855,33.166524387609755,69.74461538461539,12.615384615384617,29.44673934304049,54.455,18.02,38.41753629144549,76.58461538461539,41.13846153846154,63.64764770405844,84.61538461538461,46.01428571428572,64.71355240465374,87.24615384615385,49.23764705882353,70.14052079587994,89.62769230769229,50.0,70.25656521529817,86.41538461538462,43.88,64.45488182837437,87.67538461538462,30.186153846153847,49.666324072050486,80.42,1.8569230769230776,33.33040431092493,60.81384615384614,13.086153846153843,30.14345078978497,54.66875,47.66921752920668,577.4815614889819,6925.239261159315,637.6,0
Multi-Family with 5+ Units,623.0,,State_NY,68.54250330956616,Year_1,Residential,USA_NY_Nyc.Central.Park.725060_2018.epw,G3600610,5.0,31.856610732009926,60.98,15.979999999999997,41.51295221742543,78.08,26.96,39.61653846153846,60.98,32.0,48.83767069597069,82.04,48.02,66.028809941067,91.94,51.53,71.35582061965812,91.04,62.96,77.06417130450195,95.0,64.94,77.78305241935485,93.02,53.96,70.39637797619048,91.94,37.94,57.457856832683454,78.98,15.079999999999998,44.59045952380953,71.06,24.98,40.32949335342077,60.98,55.64932890668122,1321.4782683150183,4753.952347811156,39.6,0
Single-Family Detached,1228.0,,State_NY,1.7353411889701449,Year_1,Residential,USA_NY_Oswego.Co.725146_2018.epw,G3600110,-14.980000000000004,24.009258160522272,69.08,8.96,32.108605229591845,68.0,6.979999999999997,31.95030414746544,53.06,21.92,39.15577951388889,71.06,33.98,62.87658813364055,89.96000000000001,44.06,65.16325773809524,93.02,46.94,73.65878197004608,96.08,53.06,72.30740649001537,91.94,35.96,65.21020833333333,89.96000000000001,30.02,50.14158582949308,84.02,-0.0400000000000062,35.57758630952381,62.06,12.020000000000003,31.529708525345622,55.94,48.74774940883888,759.856449404762,6718.781564635093,143.5,0
Single-Family Detached,1228.0,,State_NY,18.053737287408783,Year_1,Residential,USA_NY_Republic.744864_2018.epw,G3600590,1.9400000000000048,30.4733810483871,55.04,14.0,39.38644196428571,64.94,26.06,38.08671947004608,60.08,28.94,46.17656726190477,69.08,46.04,62.29641100230415,82.94,50.0,68.61662559523809,89.06,57.02,75.65301612903225,93.92,60.98,76.72431970046082,91.94,51.98,69.38784077380953,89.96000000000001,33.08,56.38428225806452,78.98,14.0,43.74168333333333,66.02,21.02,38.75905184331797,58.58857142857144,53.89094386007828,1067.7249642857143,5142.46757492236,22.8,0
